"","Measurement.Time","Value"
"538",2017-11-25,22.8125
"539",2017-11-25,22.76475
"540",2017-11-25,22.7165
"541",2017-11-25,22.45325
"542",2017-11-25,22.4055
"543",2017-11-25,22.477
"544",2017-11-25,22.35775
"545",2017-11-25,22.1905
"546",2017-11-25,22.35775
"547",2017-11-25,22.40575
"548",2017-11-25,22.50125
"549",2017-11-25,22.78875
"550",2017-11-25,22.8365
"551",2017-11-25,23.4365
"552",2017-11-25,23.4365
"553",2017-11-25,23.86975
"554",2017-11-25,24.32825
"555",2017-11-25,24.4485
"556",2017-11-25,23.8455
"557",2017-11-25,23.67675
"558",2017-11-25,23.62875
"559",2017-11-25,23.7975
"560",2017-11-25,23.91775
"561",2017-11-25,24.1345
"562",2017-11-25,24.01375
"563",2017-11-25,24.1585
"564",2017-11-25,24.3035
"565",2017-11-25,24.11075
"566",2017-11-25,23.51
"567",2017-11-25,22.52775
"568",2017-11-25,21.546
"569",2017-11-25,19.8765
"570",2017-11-25,19.5435
"571",2017-11-25,19.18675
"572",2017-11-25,19.1155
"573",2017-11-25,19.23425
"574",2017-11-25,19.163
"575",2017-11-25,19.0205
"576",2017-11-25,19.2105
"577",2017-11-26,19.23425
"578",2017-11-26,19.80575
"579",2017-11-26,21.02375
"580",2017-11-26,22.8125
"581",2017-11-26,23.052
"582",2017-11-26,23.052
"583",2017-11-26,23.028
"584",2017-11-26,23.028
"585",2017-11-26,22.98
"586",2017-11-26,22.932
"587",2017-11-26,22.88425
"588",2017-11-26,22.7885
"589",2017-11-26,22.74075
"590",2017-11-26,22.66875
"591",2017-11-26,22.57275
"592",2017-11-26,22.453
"593",2017-11-26,22.2615
"594",2017-11-26,22.262
"595",2017-11-26,22.19
"596",2017-11-26,22.31
"597",2017-11-26,22.3575
"598",2017-11-26,22.4295
"599",2017-11-26,22.78875
"600",2017-11-26,22.74075
"601",2017-11-26,22.93225
"602",2017-11-26,23.14825
"603",2017-11-26,23.24425
"604",2017-11-26,23.076
"605",2017-11-26,23.076
"606",2017-11-26,23.1
"607",2017-11-26,23.196
"608",2017-11-26,23.196
"609",2017-11-26,23.00425
"610",2017-11-26,22.93225
"611",2017-11-26,22.64475
"612",2017-11-26,22.64475
"613",2017-11-26,22.238
"614",2017-11-26,21.95125
"615",2017-11-26,21.83175
"616",2017-11-26,20.926
"617",2017-11-26,19.75975
"618",2017-11-26,18.854
"619",2017-11-26,17.99775
"620",2017-11-26,17.87875
"621",2017-11-26,17.71225
"622",2017-11-26,17.52225
"623",2017-11-26,17.40325
"624",2017-11-26,17.641
"625",2017-11-27,17.9975
"626",2017-11-27,19.06875
"627",2017-11-27,19.5695
"628",2017-11-27,21.259
"629",2017-11-27,21.9275
"630",2017-11-27,21.92725
"631",2017-11-27,21.87925
"632",2017-11-27,21.951
"633",2017-11-27,22.02275
"634",2017-11-27,22.1185
"635",2017-11-27,22.14225
"636",2017-11-27,22.0465
"637",2017-11-27,21.8555
"638",2017-11-27,21.85525
"639",2017-11-27,21.68825
"640",2017-11-27,21.259
"641",2017-11-27,21.092
"642",2017-11-27,20.902
"643",2017-11-27,21.14075
"644",2017-11-27,20.97375
"645",2017-11-27,21.5935
"646",2017-11-27,21.95325
"647",2017-11-27,22.024
"648",2017-11-27,22.4075
"649",2017-11-27,22.646
"650",2017-11-27,23.34175
"651",2017-11-27,23.823
"652",2017-11-27,23.678
"653",2017-11-27,23.221
"654",2017-11-27,23.1245
"655",2017-11-27,23.00425
"656",2017-11-27,23.5085
"657",2017-11-27,23.3885
"658",2017-11-27,23.3885
"659",2017-11-27,23.46075
"660",2017-11-27,23.2925
"661",2017-11-27,23.3885
"662",2017-11-27,23.22025
"663",2017-11-27,22.98075
"664",2017-11-27,23.1245
"665",2017-11-27,22.9565
"666",2017-11-27,21.952
"667",2017-11-27,20.024
"668",2017-11-27,18.855
"669",2017-11-27,17.04625
"670",2017-11-27,16.4985
"671",2017-11-27,16.2845
"672",2017-11-27,16.18875
"673",2017-11-28,15.90275
"674",2017-11-28,15.9505
"675",2017-11-28,16.165
"676",2017-11-28,17.87825
"677",2017-11-28,19.498
"678",2017-11-28,22.09425
"679",2017-11-28,22.09425
"680",2017-11-28,21.951
"681",2017-11-28,22.02225
"682",2017-11-28,21.9985
"683",2017-11-28,21.9745
"684",2017-11-28,21.97475
"685",2017-11-28,21.92675
"686",2017-11-28,21.80725
"687",2017-11-28,21.712
"688",2017-11-28,21.68825
"689",2017-11-28,21.33025
"690",2017-11-28,21.18675
"691",2017-11-28,21.21075
"692",2017-11-28,21.16325
"693",2017-11-28,21.64025
"694",2017-11-28,21.56925
"695",2017-11-28,21.52175
"696",2017-11-28,22.07075
"697",2017-11-28,22.21375
"698",2017-11-28,23.1245
"699",2017-11-28,21.52275
"700",2017-11-28,22.07075
"701",2017-11-28,23.02825
"702",2017-11-28,23.02875
"703",2017-11-28,23.1245
"704",2017-11-28,23.24425
"705",2017-11-28,23.31625
"706",2017-11-28,23.4845
"707",2017-11-28,23.5565
"708",2017-11-28,23.53275
"709",2017-11-28,23.268
"710",2017-11-28,22.98025
"711",2017-11-28,22.78825
"712",2017-11-28,22.597
"713",2017-11-28,22.09475
"714",2017-11-28,19.738
"715",2017-11-28,18.92675
"716",2017-11-28,16.927
"717",2017-11-28,16.30825
"718",2017-11-28,16.30775
"719",2017-11-28,16.61775
"720",2017-11-28,16.6175
"721",2017-11-29,16.6175
"722",2017-11-29,16.713
"723",2017-11-29,16.713
"724",2017-11-29,16.7845
"725",2017-11-29,16.92725
"726",2017-11-29,17.42675
"727",2017-11-29,18.95
"728",2017-11-29,20.3305
"729",2017-11-29,21.66425
"730",2017-11-29,21.7835
"731",2017-11-29,21.6405
"732",2017-11-29,21.569
"733",2017-11-29,21.75975
"734",2017-11-29,21.7835
"735",2017-11-29,21.6165
"736",2017-11-29,21.6165
"737",2017-11-29,21.736
"738",2017-11-29,21.8075
"739",2017-11-29,22.02275
"740",2017-11-29,22.1185
"741",2017-11-29,22.86125
"742",2017-11-29,24.971
"743",2017-11-29,24.03975
"744",2017-11-29,24.72075
"745",2017-11-29,24.655
"746",2017-11-29,26.67075
"747",2017-11-29,28.06875
"748",2017-11-29,27.8475
"749",2017-11-29,28.18025
"750",2017-11-29,26.57125
"751",2017-11-29,24.9075
"752",2017-11-29,24.448
"753",2017-11-29,24.30375
"754",2017-11-29,24.01425
"755",2017-11-29,24.135
"756",2017-11-29,23.99
"757",2017-11-29,23.74925
"758",2017-11-29,23.50875
"759",2017-11-29,23.3885
"760",2017-11-29,23.31625
"761",2017-11-29,23.17225
"762",2017-11-29,23.26825
"763",2017-11-29,22.8365
"764",2017-11-29,21.42925
"765",2017-11-29,20.54675
"766",2017-11-29,18.92575
"767",2017-11-29,17.97375
"768",2017-11-29,17.83125
"769",2017-11-30,17.736
"770",2017-11-30,17.23675
"771",2017-11-30,17.1415
"772",2017-11-30,16.92725
"773",2017-11-30,17.998
"774",2017-11-30,20.71375
"775",2017-11-30,22.07125
"776",2017-11-30,22.40525
"777",2017-11-30,22.38125
"778",2017-11-30,22.3815
"779",2017-11-30,22.3575
"780",2017-11-30,22.3815
"781",2017-11-30,22.3575
"782",2017-11-30,22.38125
"783",2017-11-30,22.38125
"784",2017-11-30,22.28575
"785",2017-11-30,22.35725
"786",2017-11-30,22.2855
"787",2017-11-30,22.28575
"788",2017-11-30,22.6925
"789",2017-11-30,23.1005
"790",2017-11-30,23.149
"791",2017-11-30,23.581
"792",2017-11-30,24.038
"793",2017-11-30,24.88475
"794",2017-11-30,25.7365
"795",2017-11-30,28.146
"796",2017-11-30,27.628
"797",2017-11-30,31.11675
"798",2017-11-30,29.84125
"799",2017-11-30,26.94725
"800",2017-11-30,25.49175
"801",2017-11-30,25.8065
"802",2017-11-30,25.1745
"803",2017-11-30,24.715
"804",2017-11-30,24.47275
"805",2017-11-30,24.159
"806",2017-11-30,23.96625
"807",2017-11-30,23.79775
"808",2017-11-30,23.701
"809",2017-11-30,23.677
"810",2017-11-30,23.99125
"811",2017-11-30,23.94425
"812",2017-11-30,24.0875
"813",2017-11-30,23.968
"814",2017-11-30,23.96775
"815",2017-11-30,23.72525
"816",2017-11-30,22.65025
"817",2017-12-01,22.03125
"818",2017-12-01,21.095
"819",2017-12-01,21.047
"820",2017-12-01,22.074
"821",2017-12-01,22.2185
"822",2017-12-01,23.10125
"823",2017-12-01,23.5325
"824",2017-12-01,23.34
"825",2017-12-01,23.316
"826",2017-12-01,23.268
"827",2017-12-01,23.124
"828",2017-12-01,23.076
"829",2017-12-01,23.1
"830",2017-12-01,23.076
"831",2017-12-01,23.124
"832",2017-12-01,23.148
"833",2017-12-01,23.196
"834",2017-12-01,23.22
"835",2017-12-01,23.268
"836",2017-12-01,23.364
"837",2017-12-01,23.196
"838",2017-12-01,23.10025
"839",2017-12-01,23.14825
"840",2017-12-01,23.10025
"841",2017-12-01,23.22
"842",2017-12-01,23.148
"843",2017-12-01,23.196
"844",2017-12-01,21.643
"845",2017-12-01,20
"846",2017-12-01,20.09475
"847",2017-12-01,20.45125
"848",2017-12-01,21.99925
"849",2017-12-01,22.45325
"850",2017-12-01,22.4295
"851",2017-12-01,22.42925
"852",2017-12-01,22.477
"853",2017-12-01,22.4295
"854",2017-12-01,22.573
"855",2017-12-01,22.525
"856",2017-12-01,22.45325
"857",2017-12-01,22.3335
"858",2017-12-01,22.238
"859",2017-12-01,22.04675
"860",2017-12-01,21.5455
"861",2017-12-01,21.47325
"862",2017-12-01,21.28275
"863",2017-12-01,20.973
"864",2017-12-01,20.6395
"865",2017-12-02,20.02075
"866",2017-12-02,20.52
"867",2017-12-02,20.163
"868",2017-12-02,18.6155
"869",2017-12-02,17.7325
"870",2017-12-02,17.78025
"871",2017-12-02,19.6635
"872",2017-12-02,20.21125
"873",2017-12-02,20.21075
"874",2017-12-02,20.663
"875",2017-12-02,20.734
"876",2017-12-02,21.01975
"877",2017-12-02,21.0675
"878",2017-12-02,21.21075
"879",2017-12-02,21.28225
"880",2017-12-02,21.306
"881",2017-12-02,21.306
"882",2017-12-02,21.28225
"883",2017-12-02,21.2585
"884",2017-12-02,21.1155
"885",2017-12-02,20.82925
"886",2017-12-02,20.30575
"887",2017-12-02,20.13875
"888",2017-12-02,19.66275
"889",2017-12-02,19.7105
"890",2017-12-02,19.354
"891",2017-12-02,19.18725
"892",2017-12-02,18.16325
"893",2017-12-02,17.0675
"894",2017-12-02,15.4715
"895",2017-12-02,14.133
"896",2017-12-02,14.22925
"897",2017-12-02,14.66025
"898",2017-12-02,14.756
"899",2017-12-02,14.68425
"900",2017-12-02,14.20525
"901",2017-12-02,15.944
"902",2017-12-02,17.83025
"903",2017-12-02,18.68725
"904",2017-12-02,18.97275
"905",2017-12-02,18.92525
"906",2017-12-02,19.30575
"907",2017-12-02,19.591
"908",2017-12-02,19.63875
"909",2017-12-02,19.54325
"910",2017-12-02,19.3055
"911",2017-12-02,19.0205
"912",2017-12-02,18.61625
"913",2017-12-03,18.069
"914",2017-12-03,17.80725
"915",2017-12-03,17.4505
"916",2017-12-03,17.28375
"917",2017-12-03,17.18825
"918",2017-12-03,16.87825
"919",2017-12-03,17.569
